id	model	claim	suffix	text	annotator 1	annotator 2	annotator 3	annotator 4
572	original model	При оформлении кредитной карты стоит внимательно отнестись к выбору банка	потому что	кредитные средства могут быть и не связаны напрямую с деятельностью кредитного учреждения.	0	0	0	0
599	fine-tuned model	При оформлении кредитной карты стоит внимательно отнестись к выбору банка	потому что	это может стать причиной того, что банк изменит условия предоставления кредита, а клиент в итоге понесет значительные убытки.	0	1	1	1
617	fine-tuned model	При оформлении кредитной карты стоит внимательно отнестись к выбору банка	потому что	в конечном счете именно он будет диктовать условия.	1	1	1	1
682	fine-tuned model	При оформлении кредитной карты стоит внимательно отнестись к выбору банка	потому что	и его сотрудники, и обслуживающий персонал будут принимать решение о выдаче средства под более выгодные проценты.	1	1	1	1
728	original model	При оформлении кредитной карты стоит внимательно отнестись к выбору банка	потому что	в некоторых случаях это может негативно отразиться на оформлении, а в некоторых банках процентная ставка по ней не достигает и одного процента.	1	1	1	0
742	original model	При оформлении кредитной карты стоит внимательно отнестись к выбору банка	потому что	именно от него будет зависеть и надежность и стабильность вашего заработка.	0	0	0	0
789	fine-tuned model	При оформлении кредитной карты стоит внимательно отнестись к выбору банка	потому что	на практике бывают случаи, когда у клиента с первой попытки не получается оформить карту.	1	1	1	1
35	fine-tuned model	Сбережения следует хранить в валюте	потому что	за рубли на сегодня не выплачиваются социальные выплаты, компенсации за потерю кормильца, пособия.	0	0	0	0
59	fine-tuned model	Сбережения следует хранить в валюте	потому что	они сейчас в любой момент могут обесцениться в результате экономических изменений.	0	0	1	0
115	original model	Сбережения следует хранить в валюте	потому что	это - накопления.	0	0	0	0
157	fine-tuned model	Сбережения следует хранить в валюте	потому что	это позволит не тратить деньги в ущерб имиджу страны, уверен он.	0	0	0	0
169	original model	Сбережения следует хранить в валюте	потому что	при обмене их на иностранные валюты есть риск потерять их.	0	0	0	0
186	original model	Сбережения следует хранить в валюте	потому что	в банке их можно будет забрать только по окончанию срока договора, но при наступлении даты окончания договора они останутся в валюте.	0	0	0	0
198	original model	Сбережения следует хранить в валюте	потому что	за хранение в иностранной валюте взимается таможенная пошлина.	0	0	0	0
202	original model	Сбережения следует хранить в валюте	потому что	она более стабильна.	1	1	1	1
223	original model	Сбережения следует хранить в валюте	потому что	у вас могут конфисковать имущество, если вы не внесете средства.	0	0	0	0
227	fine-tuned model	Сбережения следует хранить в валюте	потому что	она дешевле, но ее можно потерять, если вы потеряли доход в результате инфляции.	0	0	0	0
230	fine-tuned model	Сбережения следует хранить в валюте	потому что	банк может закрыть депозит раньше срока, если клиент не вносил оплату.	0	0	0	0
260	original model	Сбережения следует хранить в валюте	потому что	только в этом случае у граждан не возникнет трудностей при переводах валюты в российские банки.	0	0	0	0
279	original model	Сбережения следует хранить в валюте	потому что	доллар, евро, фунт стерлингов и другие валюты в настоящее время обесцениваются.	0	0	0	0
304	fine-tuned model	Сбережения следует хранить в валюте	потому что	у клиентов есть возможность снимать их в течение года по частям, а не единовременно, как обычно», — отметила она.	0	0	1	0
351	fine-tuned model	Сбережения следует хранить в валюте	потому что	это поможет снизить инфляцию и снизить риски вложений», — сказал он.	1	1	1	1
369	original model	Сбережения следует хранить в валюте	потому что	если валюта обесценится, она будет также обесцениваться.	0	0	0	0
391	original model	Сбережения следует хранить в валюте	потому что	если вы их потеряли, вернуть их будет довольно сложно, и потребуется довольно длительное время.	0	0	0	0
426	fine-tuned model	Сбережения следует хранить в валюте	потому что	доллар вырос.	1	1	1	0
434	fine-tuned model	Сбережения следует хранить в валюте	потому что	«Так, по мнению экспертов, при инфляции более 5% на каждый процентный пункт и, соответственно, на каждую 10—20-процентную долю, это приведет к «слишком большому росту волатильности по вкладам.	0	0	0	0
440	original model	Сбережения следует хранить в валюте	потому что	за границей доллар стоит 100 рублей.	0	0	1	0
445	original model	Сбережения следует хранить в валюте	потому что	при девальвации курс ее упадет ниже официального, то есть рублевого значения.	0	0	0	0
447	original model	Сбережения следует хранить в валюте	потому что	валюта, в отличие от ценных бумаг, не меняет цену.	1	0	0	0
499	fine-tuned model	Сбережения следует хранить в валюте	потому что	это наиболее рациональный способ сбережения средств.	1	0	1	1
532	fine-tuned model	Сбережения следует хранить в валюте	потому что	их, по оценке экспертов, можно будет частично или полностью обналичить», — рассуждают банкиры.	0	1	1	1
594	original model	Сбережения следует хранить в валюте	потому что	курс этой валюты постоянно меняется и в любой момент может упасть до 100 руб.	0	0	0	0
601	fine-tuned model	Сбережения следует хранить в валюте	потому что	при их обесценивании риски утраты большей части накоплений, если они были накоплены до возникновения инфляции и в течение года, возрастают», — сказала она.	0	0	0	0
646	original model	Сбережения следует хранить в валюте	потому что	в нашей стране это всегда были доллары.	0	0	1	0
667	fine-tuned model	Сбережения следует хранить в валюте	потому что	она дает защиту от инфляции, считают эксперты.	1	1	1	1
680	fine-tuned model	Сбережения следует хранить в валюте	потому что	на практике для инвесторов важно, чтобы они получили доходность в рублях, а не в долларах и евро, говорит он.	0	0	0	0
697	original model	Сбережения следует хранить в валюте	потому что	при конвертации валюты в рубли курс валюты будет меняться в том же направлении, что и валюта, в которую будет конвертирована.	1	1	0	1
718	original model	Сбережения следует хранить в валюте	потому что	все это требует дополнительных затрат.	0	0	0	0
720	fine-tuned model	Сбережения следует хранить в валюте	потому что	в случае возникновения проблем со здоровьем все накопления придется вернуть государству.	0	0	0	0
749	fine-tuned model	Сбережения следует хранить в валюте	потому что	они защищены от инфляции и имеют более высокий инвестиционный потенциал.	1	1	1	1
769	original model	Сбережения следует хранить в валюте	потому что	они обесцениваются.	0	0	0	0
784	original model	Сбережения следует хранить в валюте	потому что	курс валют может существенно колебаться на протяжении недели, квартала, года.	0	1	0	0
17	fine-tuned model	Сбережения следует хранить в долларах	потому что	доллар является главной валютой в мире и при любом варианте развития событий его влияние будет очень значимым.	1	1	1	1
30	original model	Сбережения следует хранить в долларах	потому что	эта валюта растет.<s>	1	1	1	1
38	original model	Сбережения следует хранить в долларах	потому что	если валюта обесценится, она будет также обесцениваться.	0	0	0	0
68	fine-tuned model	Сбережения следует хранить в долларах	потому что	эта валюта будет иметь гораздо больше возможностей для защиты.	1	1	1	0
78	original model	Сбережения следует хранить в долларах	потому что	они, в первую очередь, нужны для покупки автомобилей.	0	0	1	0
123	original model	Сбережения следует хранить в долларах	потому что	в 2015 году курс доллара к рублю существенно снизился.	0	0	0	0
130	original model	Сбережения следует хранить в долларах	потому что	в нашей стране доллар - это валюта, а не бумажка.	1	1	1	0
177	fine-tuned model	Сбережения следует хранить в долларах	потому что	это наиболее безопасный способ сбережения средств.	1	1	1	1
199	original model	Сбережения следует хранить в долларах	потому что	евро можно поменять в обменных пунктах, при этом комиссия в долларах возрастает.	0	0	1	0
283	fine-tuned model	Сбережения следует хранить в долларах	потому что	в этом случае можно ожидать роста цен на жилье, если их перевести в рубли, добавил эксперт.	0	0	0	0
288	original model	Сбережения следует хранить в долларах	потому что	эти накопления необходимы для обслуживания долга.	0	0	1	0
300	original model	Сбережения следует хранить в долларах	потому что	они обесценились.	0	0	0	0
303	fine-tuned model	Сбережения следует хранить в долларах	потому что	это самый надежный и быстрый способ хранения.	1	1	1	1
320	original model	Сбережения следует хранить в долларах	потому что	доллар, это резервная валюта.	1	1	1	1
321	original model	Сбережения следует хранить в долларах	потому что	евро - это не доллар, а символ европейской валюты.	0	0	0	0
330	fine-tuned model	Сбережения следует хранить в долларах	потому что	доллар сейчас — это самое надежное средство платежа.	1	1	1	0
363	original model	Сбережения следует хранить в долларах	потому что	все это требует дополнительных затрат.	0	0	0	0
367	original model	Сбережения следует хранить в долларах	потому что	доллар — это единственный мировой резервный фонд».	1	1	1	0
379	fine-tuned model	Сбережения следует хранить в долларах	потому что	на фоне замедления роста цен это поможет сохранить сбережения в иностранной валюте.	1	1	1	0
389	original model	Сбережения следует хранить в долларах	потому что	если вы их положите в банк, они обесценятся.	1	0	0	0
415	fine-tuned model	Сбережения следует хранить в долларах	потому что	у нас пока нет возможности, например, разместить его в ценных бумагах, и не потому что мы этого не хотим, а из-за того, что это не будет доступно в рамках закона.	0	1	0	0
419	fine-tuned model	Сбережения следует хранить в долларах	потому что	доллары — это ликвидная валюта, и хранить их в наличном виде может быть рискованно.	1	0	0	0
428	original model	Сбережения следует хранить в долларах	потому что	у вас не всегда достаточно средств, чтобы обеспечить себе хорошую жизнь.	0	0	0	0
432	original model	Сбережения следует хранить в долларах	потому что	в нашей стране это всегда были доллары.	0	0	1	0
458	fine-tuned model	Сбережения следует хранить в долларах	потому что	у нас есть большая уверенность, что они не будут и далее девальвироваться, а станут в конечном счете только более устойчивым платежным средством.	1	1	1	1
475	fine-tuned model	Сбережения следует хранить в долларах	потому что	там они всегда есть в обороте.	0	1	1	1
492	fine-tuned model	Сбережения следует хранить в долларах	потому что	это один из наиболее устойчивых к воздействию инфляции мировых финансовых инструментов, считают эксперты.	1	1	1	1
541	original model	Сбережения следует хранить в долларах	потому что	за каждый доллар, вложенный в сберегательный сертификат можно получить 20 долларов.	0	0	1	0
554	fine-tuned model	Сбережения следует хранить в долларах	потому что	они сейчас в США могут расти очень быстро.	1	1	1	0
559	original model	Сбережения следует хранить в долларах	потому что	после обвала рубля доллар и евро резко повысятся в цене.	1	1	1	1
613	original model	Сбережения следует хранить в долларах	потому что	это наиболее предпочтительный инструмент и не так опасно, как кредитные карты.	1	1	1	0
665	original model	Сбережения следует хранить в долларах	потому что	курс этой валюты постоянно меняется и в любой момент может упасть до 100 руб.	0	0	0	0
713	original model	Сбережения следует хранить в долларах	потому что	курс этих валют очень изменчив.	0	0	0	0
714	fine-tuned model	Сбережения следует хранить в долларах	потому что	по мнению банкиров, в дальнейшем их доля может быть снижена или вообще снята с обращения.	0	0	0	0
716	fine-tuned model	Сбережения следует хранить в долларах	потому что	у россиян уже больше половины сбережений за границей.	0	0	1	0
756	fine-tuned model	Сбережения следует хранить в долларах	потому что	их нельзя переводить в валюту.	0	0	0	0
785	fine-tuned model	Сбережения следует хранить в долларах	потому что	они защищены от инфляции и имеют более высокий инвестиционный потенциал.	1	1	1	1
2	fine-tuned model	Сбережения следует хранить в евро	потому что	рост ставок для этих стран может снизить привлекательность вложений.	0	0	0	0
3	original model	Сбережения следует хранить в евро	потому что	это наиболее востребованная валюта и на нее будут всегда номинированы ваши основные финансовые траты.	1	1	1	0
49	original model	Сбережения следует хранить в евро	потому что	в нашей стране курс евро к рублю вырос и составляет порядка 24 рублей.	0	1	1	1
118	fine-tuned model	Сбережения следует хранить в евро	потому что	в этом случае можно ожидать роста цен на жилье, если их перевести в доллары, добавил эксперт.	0	0	0	0
132	original model	Сбережения следует хранить в евро	потому что	в этом случае в случае, если банк потеряет капитал, в Европе будет еще больше евро.	0	0	0	0
166	fine-tuned model	Сбережения следует хранить в евро	потому что	при их переводе, например, в российскую банковскую систему, есть риск того, что они будут скомпрометированы.	0	0	1	0
182	fine-tuned model	Сбережения следует хранить в евро	потому что	банкноты в иностранной валюте не используются в расчетах между банками.	0	0	0	0
206	original model	Сбережения следует хранить в евро	потому что	только в этом случае у вас не будет трудностей при переводах.	0	0	1	0
214	fine-tuned model	Сбережения следует хранить в евро	потому что	эта валюта остается более безопасной», — пояснил руководитель банка.	1	1	1	1
285	original model	Сбережения следует хранить в евро	потому что	эта валюта имеет хождение не только в странах ЕС, но и во многих других странах мира.	1	1	1	1
291	fine-tuned model	Сбережения следует хранить в евро	потому что	если валюта сильно обесценится, то это создаст дополнительную угрозу для финансовой системы.	0	0	1	0
333	fine-tuned model	Сбережения следует хранить в евро	потому что	доллар не имеет большого значения в этой системе», — говорится в документе.	1	1	1	0
348	original model	Сбережения следует хранить в евро	потому что	евро - это европейская валюта.	1	1	1	0
358	fine-tuned model	Сбережения следует хранить в евро	потому что	это наиболее безопасный способ сбережения средств.	1	1	1	1
384	original model	Сбережения следует хранить в евро	потому что	доллар упадет на 25%.	1	1	1	0
406	fine-tuned model	Сбережения следует хранить в евро	потому что	они защищены от рисков, связанных с обесцениванием валюты.	1	1	1	0
420	original model	Сбережения следует хранить в евро	потому что	курс этих валют очень изменчив.	0	0	0	0
474	original model	Сбережения следует хранить в евро	потому что	все это требует дополнительных затрат.	0	0	0	0
477	original model	Сбережения следует хранить в евро	потому что	евро можно поменять в обменных пунктах, при этом комиссия в обменных пунктах будет выше, чем в отделениях банка.	0	0	1	0
478	original model	Сбережения следует хранить в евро	потому что	если вы их потеряли, вернуть их будет довольно сложно, и потребуется довольно длительное время.	0	0	0	0
539	fine-tuned model	Сбережения следует хранить в евро	потому что	они сейчас в среднем по рынку выше, чем в предыдущие годы, объяснил экономист «БКС» Дмитрий Петров.	0	1	1	1
548	original model	Сбережения следует хранить в евро	потому что	они обесценились.	0	0	0	0
568	fine-tuned model	Сбережения следует хранить в евро	потому что	на практике он будет составлять около 30% от общего дохода.	0	0	0	0
608	original model	Сбережения следует хранить в евро	потому что	после обвала рубля в 2016 году стоимость денег резко сократилась.	0	1	0	0
628	original model	Сбережения следует хранить в евро	потому что	у вас могут конфисковать машину, если она в евро.	0	0	0	0
635	original model	Сбережения следует хранить в евро	потому что	курс этой валюты постоянно меняется и в любой момент может упасть до 100 евро за доллар».	0	0	0	0
650	fine-tuned model	Сбережения следует хранить в евро	потому что	за ними стоит будущее.	0	1	0	0
721	original model	Сбережения следует хранить в евро	потому что	в России евро в обращении нет.	0	0	0	0
744	original model	Сбережения следует хранить в евро	потому что	эти деньги можно потерять.	0	0	0	0
754	fine-tuned model	Сбережения следует хранить в евро	потому что	эта валюта будет иметь гораздо больше возможностей для защиты.	1	1	1	1
799	fine-tuned model	Сбережения следует хранить в евро	потому что	в этом случае вы можете гарантировать себя от роста цен на товары и услуги, подчеркнул глава ВТБ.	1	1	1	0
800	fine-tuned model	Сбережения следует хранить в евро	потому что	это поможет снизить инфляцию и снизить риски вложений», — сказал он.	1	1	1	1
22	original model	Сбережения следует хранить в рублях	потому что	они обесценились.	0	0	0	0
39	original model	Сбережения следует хранить в рублях	потому что	в валюте они обесцениваются.	1	1	1	0
52	fine-tuned model	Сбережения следует хранить в рублях	потому что	на практике для инвесторов их конверсия в прибыль по итогам года может достигать 10%.	0	0	0	0
98	fine-tuned model	Сбережения следует хранить в рублях	потому что	рубль и евро имеют свойство обесцениваться, что приводит к снижению доходности вкладов.	0	0	0	0
122	original model	Сбережения следует хранить в рублях	потому что	курс национальной валюты постоянно меняется и в любой момент может упасть до 100 руб.	0	0	0	0
152	fine-tuned model	Сбережения следует хранить в рублях	потому что	у россиян уже больше половины сбережений за границей.	0	0	0	0
155	fine-tuned model	Сбережения следует хранить в рублях	потому что	рубль является наиболее устойчивой валютой.	1	1	1	1
167	fine-tuned model	Сбережения следует хранить в рублях	потому что	доллар вырос.	0	0	0	0
179	original model	Сбережения следует хранить в рублях	потому что	доллары, евро и другие валюты не могут существовать без наличной формы.	0	0	0	0
210	original model	Сбережения следует хранить в рублях	потому что	цены на товары могут расти.	0	0	0	0
217	original model	Сбережения следует хранить в рублях	потому что	доллар и евро постоянно падают.	1	1	0	1
242	original model	Сбережения следует хранить в рублях	потому что	после обесценения гривны гривну следует обесценить.	0	0	0	0
243	original model	Сбережения следует хранить в рублях	потому что	рубль сильно ослабел к доллару и евро.	0	0	0	0
248	original model	Сбережения следует хранить в рублях	потому что	евро можно поменять в обменных пунктах, при этом комиссия за это будет зависеть от банка и страны.	0	0	0	0
275	original model	Сбережения следует хранить в рублях	потому что	доллар, евро, фунт стерлингов и другие валюты в России не имеют хождения.	1	1	1	1
297	fine-tuned model	Сбережения следует хранить в рублях	потому что	у клиентов есть возможность снимать их в течение года по частям, а не единовременно, как обычно в банках, подчеркнул эксперт.	0	0	1	0
341	original model	Сбережения следует хранить в рублях	потому что	доллар, евро и другие валютные пары не могут выполнять функции основной валюты.	1	1	1	0
396	fine-tuned model	Сбережения следует хранить в рублях	потому что	их нельзя переводить в иностранные валюты.	0	0	0	0
416	original model	Сбережения следует хранить в рублях	потому что	за каждый доллар, вложенный в доллар, вы получите 1.5 рубля.	0	0	0	0
430	fine-tuned model	Сбережения следует хранить в рублях	потому что	по статистике банки снижают объемы кредитования физлиц, так как им выгодно снижать ставки и, соответственно, кредитовать менее устойчивые сегменты экономики.	0	0	0	0
467	fine-tuned model	Сбережения следует хранить в рублях	потому что	за рубли выплачиваются все расходы на оплату обучения, проживания, проезд и т. д.	1	1	1	1
501	original model	Сбережения следует хранить в рублях	потому что	в 2013 году они могут стать дороже.	0	1	0	0
513	original model	Сбережения следует хранить в рублях	потому что	курс рубля может быть изменен на 5% в течение года, а также в том случае, если Вы решили сделать перерасчет в связи с инфляцией.	0	0	0	0
530	fine-tuned model	Сбережения следует хранить в рублях	потому что	они защищены от инфляции и имеют более высокий инвестиционный потенциал.	1	1	1	0
598	fine-tuned model	Сбережения следует хранить в рублях	потому что	инфляция в течение года будет, конечно, выше», — поясняют эксперты.	0	0	0	0
616	fine-tuned model	Сбережения следует хранить в рублях	потому что	доллар и евро имеют тенденцию дешеветь при относительно стабильной ситуации на финансовых рынках, заявил зампред ЦБ РФ Дмитрий Скляр.	1	1	1	1
652	fine-tuned model	Сбережения следует хранить в рублях	потому что	в кризис россияне чаще всего используют сбережения для сохранения доходов, отметил глава ЦБ.	0	1	0	0
686	original model	Сбережения следует хранить в рублях	потому что	если валюта не меняется, она может быть обменена на другой вид валюты (например, на валюту другого государства).	0	0	0	0
702	original model	Сбережения следует хранить в рублях	потому что	у вас в руках – вексель, который на предъявителя.	0	0	0	0
715	fine-tuned model	Сбережения следует хранить в рублях	потому что	это один из наиболее устойчивых видов сбережений в России, считают эксперты.	1	1	1	1
734	original model	Сбережения следует хранить в рублях	потому что	если вы их потеряли, вернуть их будет довольно сложно, и потребуется довольно длительное время.	0	0	0	0
765	original model	Сбережения следует хранить в рублях	потому что	все это требует дополнительных затрат.	0	0	0	0
795	fine-tuned model	Сбережения следует хранить в рублях	потому что	банк может взять у вас кредит для погашения основной суммы долга, что приведет к перетоку средств в сбережения», — отметила она.	0	0	0	0
1	original model	Храните деньги в той валюте, в которой получаете зарплату	потому что	они обесцениваются.	0	0	0	0
69	fine-tuned model	Храните деньги в той валюте, в которой получаете зарплату	потому что	банк может закрыть доступ к данным для злоумышленников.	0	0	0	0
134	fine-tuned model	Храните деньги в той валюте, в которой получаете зарплату	потому что	при их переводе, например, в другую страну, банки могут столкнуться с ростом процентной ставки.	0	1	0	0
209	original model	Храните деньги в той валюте, в которой получаете зарплату	потому что	если вы их потеряли, вернуть их будет очень тяжело, вы никогда не сможете вернуть их при следующей зарплате.	0	0	0	0
218	fine-tuned model	Храните деньги в той валюте, в которой получаете зарплату	потому что	все эти программы по накопительному счету (он позволяет накапливать средства) сейчас под запретом, — рассуждает он.	0	0	0	0
229	fine-tuned model	Храните деньги в той валюте, в которой получаете зарплату	потому что	у нас есть риски.	0	0	0	0
247	fine-tuned model	Храните деньги в той валюте, в которой получаете зарплату	потому что	это гораздо выгоднее, чем платить по потребительским кредитам», — сказала он.	0	0	1	0
251	fine-tuned model	Храните деньги в той валюте, в которой получаете зарплату	потому что	если у вас нет счета за границей, то, конечно, не стоит держать деньги там», — пояснил он.	0	1	0	0
274	fine-tuned model	Храните деньги в той валюте, в которой получаете зарплату	потому что	вы сами ее зарабатываете.	0	0	1	0
327	original model	Храните деньги в той валюте, в которой получаете зарплату	потому что	даже если Вы тратите меньше, чем получаете, все равно они с Вами.	0	0	0	0
331	original model	Храните деньги в той валюте, в которой получаете зарплату	потому что	от нее зависят все ваши остальные расходы.	0	0	1	0
338	original model	Храните деньги в той валюте, в которой получаете зарплату	потому что	инфляция, к сожалению, с ней не справилась, а вот с курсом валюты вы справились блестяще.	0	0	0	0
340	original model	Храните деньги в той валюте, в которой получаете зарплату	потому что	если валюта не меняется, значит она остается неизменной.	0	0	0	0
377	fine-tuned model	Храните деньги в той валюте, в которой получаете зарплату	потому что	на практике это будет выгодно.	0	1	1	1
405	fine-tuned model	Храните деньги в той валюте, в которой получаете зарплату	потому что	банк всегда будет пытаться их украсть.	0	0	0	0
429	fine-tuned model	Храните деньги в той валюте, в которой получаете зарплату	потому что	в этом случае можно ожидать, что деньги будут конвертированы в ту валюту, которой вы пользуетесь», — поясняет она.	0	1	0	0
435	original model	Храните деньги в той валюте, в которой получаете зарплату	потому что	у вас могут конфисковать машину, квартиру и т. д.	0	0	0	0
454	original model	Храните деньги в той валюте, в которой получаете зарплату	потому что	банк с процентом может и поменять.	0	0	0	0
491	fine-tuned model	Храните деньги в той валюте, в которой получаете зарплату	потому что	у меня уже больше 6 лет подряд, до сих пор выплата производится в рублях.	0	0	0	0
546	fine-tuned model	Храните деньги в той валюте, в которой получаете зарплату	потому что	это гораздо более надежный вариант», — пояснил председатель Центробанка.	0	1	1	1
567	fine-tuned model	Храните деньги в той валюте, в которой получаете зарплату	потому что	рубль является неконвертируемой валютой и в условиях волатильности на рынке нефти», — заявила она.	0	0	0	0
581	original model	Храните деньги в той валюте, в которой получаете зарплату	потому что	она все равно упадет.	0	0	0	0
586	fine-tuned model	Храните деньги в той валюте, в которой получаете зарплату	потому что	там они всегда есть в банке и у вас есть возможность перевести их.	0	1	1	1
587	original model	Храните деньги в той валюте, в которой получаете зарплату	потому что	по крайней мере, в Украине курс валюты привязан к реальному товарообороту, к реальным денежным единицам, и это правильно.	0	0	0	0
603	original model	Храните деньги в той валюте, в которой получаете зарплату	потому что	от инфляции в стране зависит весь ваш бюджет.	0	0	1	0
620	fine-tuned model	Храните деньги в той валюте, в которой получаете зарплату	потому что	доллар вырос.	0	0	0	0
643	original model	Храните деньги в той валюте, в которой получаете зарплату	потому что	в большинстве случаев они не всегда используются по назначению».	0	0	0	0
671	fine-tuned model	Храните деньги в той валюте, в которой получаете зарплату	потому что	банки не любят деньги, которые они в рублях дают.	0	0	0	0
705	fine-tuned model	Храните деньги в той валюте, в которой получаете зарплату	потому что	мы считаем, что за 10—15 лет инфляции доллар вырастет в 6—8 раз», — рассказал он на пресс-конференции, посвященном вопросам поддержки экономики в период пандемии.	0	0	0	0
711	original model	Храните деньги в той валюте, в которой получаете зарплату	потому что	все остальное может быть изменено на деньги по требованию банка.	0	0	0	0
732	original model	Храните деньги в той валюте, в которой получаете зарплату	потому что	все это на самом деле не так.	0	0	0	0
745	fine-tuned model	Храните деньги в той валюте, в которой получаете зарплату	потому что	так и должно быть в любом правовом государстве.	0	0	1	0
781	original model	Храните деньги в той валюте, в которой получаете зарплату	потому что	при обмене их на иностранные валюты есть риск потерять их.	1	1	1	1
794	fine-tuned model	Храните деньги в той валюте, в которой получаете зарплату	потому что	эта стабильность обеспечивает высокую вероятность сохранения дохода и защиты сбережений», — отмечается в сообщении банка.	1	1	1	1
